review_id,category,business_id,business_name,latitude,longitude,date,stars,state,votes
COq5EpcUGJsDnzgNl64flg,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-10-09,4,NV,8
COq5EpcUGJsDnzgNl64flg,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-10-09,4,NV,8
COq5EpcUGJsDnzgNl64flg,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-10-09,4,NV,8
DDzSrpio3kNKjOemYCBuUQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-05-09,5,NV,0
DDzSrpio3kNKjOemYCBuUQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-05-09,5,NV,0
DDzSrpio3kNKjOemYCBuUQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-05-09,5,NV,0
DDzSrpio3kNKjOemYCBuUQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-05-09,5,NV,0
FFTOVdrCrWqwdNDLDghzSw,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-09,4,NV,2
FFTOVdrCrWqwdNDLDghzSw,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-09,4,NV,2
FFTOVdrCrWqwdNDLDghzSw,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-09,4,NV,2
FFTOVdrCrWqwdNDLDghzSw,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-09,4,NV,2
GEN2pInABf5NuCOmTpuJ1A,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-04-02,4,NV,1
GEN2pInABf5NuCOmTpuJ1A,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-04-02,4,NV,1
GEN2pInABf5NuCOmTpuJ1A,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-04-02,4,NV,1
GEN2pInABf5NuCOmTpuJ1A,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-04-02,4,NV,1
HBHqo5jPYByPOA_JN8mdcQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-31,1,NV,2
HBHqo5jPYByPOA_JN8mdcQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-31,1,NV,2
HBHqo5jPYByPOA_JN8mdcQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-31,1,NV,2
HBHqo5jPYByPOA_JN8mdcQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-31,1,NV,2
IbNmBKk2Ln8I0s0BVZR4lg,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2017-01-08,5,NV,3
IbNmBKk2Ln8I0s0BVZR4lg,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2017-01-08,5,NV,3
IbNmBKk2Ln8I0s0BVZR4lg,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2017-01-08,5,NV,3
IbNmBKk2Ln8I0s0BVZR4lg,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2017-01-08,5,NV,3
JtIj2QzqUTWWpbYOFnyZ0w,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-06-06,4,NV,0
JtIj2QzqUTWWpbYOFnyZ0w,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-06-06,4,NV,0
JtIj2QzqUTWWpbYOFnyZ0w,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-06-06,4,NV,0
JtIj2QzqUTWWpbYOFnyZ0w,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-06-06,4,NV,0
LusBkJWi2sweY6dtwGOOmA,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-10-19,4,NV,1
LusBkJWi2sweY6dtwGOOmA,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-10-19,4,NV,1
LusBkJWi2sweY6dtwGOOmA,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-10-19,4,NV,1
LusBkJWi2sweY6dtwGOOmA,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-10-19,4,NV,1
M4Ktaj-KP020JjdObAKCfA,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-16,2,NV,3
M4Ktaj-KP020JjdObAKCfA,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-16,2,NV,3
M4Ktaj-KP020JjdObAKCfA,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-16,2,NV,3
M4Ktaj-KP020JjdObAKCfA,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-16,2,NV,3
O467QnXRMUhGezSU7y1VPQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-18,5,NV,2
O467QnXRMUhGezSU7y1VPQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-18,5,NV,2
O467QnXRMUhGezSU7y1VPQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-18,5,NV,2
O467QnXRMUhGezSU7y1VPQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-18,5,NV,2
PUyYbVdWDHCHRbVnVSd-EQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-11,4,NV,11
PUyYbVdWDHCHRbVnVSd-EQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-11,4,NV,11
PUyYbVdWDHCHRbVnVSd-EQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-11,4,NV,11
PUyYbVdWDHCHRbVnVSd-EQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-11,4,NV,11
Pm8fO81B9g9zp_iaJCquXQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-04-04,1,NV,1
Pm8fO81B9g9zp_iaJCquXQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-04-04,1,NV,1
Pm8fO81B9g9zp_iaJCquXQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-04-04,1,NV,1
Pm8fO81B9g9zp_iaJCquXQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-04-04,1,NV,1
QzZ3DcS59X8d6SUcaDT9ig,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-11-12,2,NV,109
QzZ3DcS59X8d6SUcaDT9ig,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-11-12,2,NV,109
QzZ3DcS59X8d6SUcaDT9ig,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-11-12,2,NV,109
QzZ3DcS59X8d6SUcaDT9ig,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-11-12,2,NV,109
RaSU-d08Y2ywamgI3TOeRA,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-11,2,NV,2
RaSU-d08Y2ywamgI3TOeRA,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-11,2,NV,2
RaSU-d08Y2ywamgI3TOeRA,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-11,2,NV,2
RaSU-d08Y2ywamgI3TOeRA,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-11,2,NV,2
RjCHRDNnI6v4a8NSiHsi5A,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-02-19,2,NV,0
RjCHRDNnI6v4a8NSiHsi5A,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-02-19,2,NV,0
RjCHRDNnI6v4a8NSiHsi5A,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-02-19,2,NV,0
RjCHRDNnI6v4a8NSiHsi5A,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-02-19,2,NV,0
TMOdkyUoT6Fcv96UhkpF9A,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-06,4,NV,4
TMOdkyUoT6Fcv96UhkpF9A,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-06,4,NV,4
TMOdkyUoT6Fcv96UhkpF9A,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-06,4,NV,4
TMOdkyUoT6Fcv96UhkpF9A,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-06,4,NV,4
UVadisNW1ABn0yWGeun1vQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-15,2,NV,1
UVadisNW1ABn0yWGeun1vQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-15,2,NV,1
UVadisNW1ABn0yWGeun1vQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-15,2,NV,1
UVadisNW1ABn0yWGeun1vQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-15,2,NV,1
UaAX9nU5ivwRftl1YBV2dg,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-13,4,NV,4
UaAX9nU5ivwRftl1YBV2dg,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-13,4,NV,4
UaAX9nU5ivwRftl1YBV2dg,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-13,4,NV,4
UaAX9nU5ivwRftl1YBV2dg,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-02-13,4,NV,4
VMeWS4vvYIgT-KcMgiydFQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-13,5,NV,4
VMeWS4vvYIgT-KcMgiydFQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-13,5,NV,4
VMeWS4vvYIgT-KcMgiydFQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-13,5,NV,4
VMeWS4vvYIgT-KcMgiydFQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2008-03-13,5,NV,4
VahWU9HtToYtLt5_PAFk0A,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-17,3,NV,0
VahWU9HtToYtLt5_PAFk0A,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-17,3,NV,0
VahWU9HtToYtLt5_PAFk0A,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-17,3,NV,0
VahWU9HtToYtLt5_PAFk0A,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-17,3,NV,0
W9NLc2sqSnm1jz_UONk_uA,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-03,4,NV,8
W9NLc2sqSnm1jz_UONk_uA,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-03,4,NV,8
W9NLc2sqSnm1jz_UONk_uA,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-03,4,NV,8
W9NLc2sqSnm1jz_UONk_uA,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-06-03,4,NV,8
